Module	GeneSet	RatioOfProteinsInGeneSet	NumberOfProteinsInGeneSet	ProteinsFromModule	P-value	FDR	Nodes
0	RNA Polymerase I Transcription(R)	0,0044	52	3	7,4622E-04	3,7311E-03	TAF1C,TBP,GTF2H3
0	SIRT1 negatively regulates rRNA expression(R)	0,0010	12	2	7,8460E-04	3,9230E-03	TAF1C,TBP
0	Cytosolic iron-sulfur cluster assembly(R)	0,0011	13	2	9,1884E-04	4,5942E-03	RTEL1,POLD1
0	Cell Cycle Checkpoints(R)	0,0210	248	5	1,4555E-03	6,7624E-03	HERC2,NUP85,TP53BP1,ATM,CENPS
0	Spliceosome(K)	0,0128	151	4	1,6906E-03	6,7624E-03	DHX38,FUS,XAB2,SYF2
0	role of brca1 brca2 and atr in cancer susceptibility(B)	0,0017	20	2	2,1425E-03	8,5699E-03	BRCA2,FANCA
0	p73 transcription factor network(N)	0,0065	77	3	2,2855E-03	9,1419E-03	BRCA2,WWOX,RAD51
0	Gene Silencing by RNA(R)	0,0068	80	3	2,5453E-03	0,0102	POLR2A,NUP85,RAN
0	Canonical NF-kappaB pathway(N)	0,0019	23	2	2,8153E-03	0,0113	ATM,RAN
0	RNA transport(K)	0,0157	186	4	3,5757E-03	0,0120	NUP85,FUS,GEMIN4,RAN
0	Transcriptional misregulation in cancer(K)	0,0163	192	4	4,0014E-03	0,0120	SIX4,KDM6A,FUS,ATM
0	mRNA Capping(R)	0,0025	29	2	4,4189E-03	0,0133	POLR2A,GTF2H3
0	Nucleosome assembly(R)	0,0025	29	2	4,4189E-03	0,0133	MIS18BP1,CENPS
0	Resolution of Abasic Sites (AP sites)(R)	0,0026	31	2	5,0279E-03	0,0151	POLD1,LIG1
0	Base excision repair(K)	0,0028	33	2	5,6734E-03	0,0170	POLD1,LIG1
0	ATM pathway(N)	0,0029	34	2	6,0096E-03	0,0180	TP53BP1,ATM
0	DNA replication(K)	0,0030	36	2	6,7088E-03	0,0201	POLD1,LIG1
0	ATR signaling pathway(N)	0,0031	37	2	7,0716E-03	0,0212	BRCA2,RAD51
0	Basal transcription factors(K)	0,0038	45	2	0,0103	0,0309	TBP,GTF2H3
0	Metabolism of non-coding RNA(R)	0,0045	53	2	0,0140	0,0322	NUP85,GEMIN4
0	tRNA processing in the nucleus(R)	0,0048	57	2	0,0161	0,0322	NUP85,RAN
0	Activation of anterior HOX genes in hindbrain development during early embryogenesis(R)	0,0056	66	2	0,0212	0,0423	POLR2A,KDM6A
0	SUMOylation(R)	0,0148	175	3	0,0214	0,0427	HERC2,NUP85,TP53BP1
0	General transcription by RNA polymerase I(P)	0,0006	7	1	0,0234	0,0469	TAF1C
1	Pathways in cancer(K)	0,0450	531	12	2,1231E-07	6,2418E-05	RET,NOTCH3,CSF1R,FLT4,CSF2RB,IGF1R,FGF22,NTRK1,STAT3,RUNX1,FGFR3,MET
1	Rap1 signaling pathway(K)	0,0178	210	8	6,8668E-07	1,0094E-04	CSF1R,FLT4,IGF1R,FGF22,ANGPT1,VAV2,FGFR3,MET
1	Ras signaling pathway(K)	0,0196	232	8	1,4396E-06	1,4108E-04	CSF1R,FLT4,IGF1R,FGF22,NTRK1,ANGPT1,FGFR3,MET
1	MAPK signaling pathway(K)	0,0249	294	8	8,1554E-06	5,9535E-04	CSF1R,FLT4,IGF1R,FGF22,NTRK1,ANGPT1,FGFR3,MET
1	RAF/MAP kinase cascade(R)	0,0199	235	7	1,8056E-05	1,0472E-03	RET,CSF2RB,FGF22,ANGPT1,GFRA4,FGFR3,MET
1	JAK-STAT signaling pathway(K)	0,0137	162	6	2,2851E-05	1,1103E-03	CNTFR,CTF1,CSF2RB,LEPR,STAT3,IL9R
1	Posttranslational regulation of adherens junction stability and dissassembly(N)	0,0041	48	4	2,6978E-05	1,1103E-03	RET,IGF1R,CDH2,MET
1	PI3K-Akt signaling pathway(K)	0,0300	354	8	3,0841E-05	1,1103E-03	CSF1R,FLT4,IGF1R,FGF22,NTRK1,ANGPT1,FGFR3,MET
1	Signaling events mediated by PTP1B(N)	0,0044	52	4	3,6779E-05	1,1769E-03	CSF1R,CDH2,LEPR,STAT3
1	Transcriptional misregulation in cancer(K)	0,0163	192	6	5,8545E-05	1,6978E-03	CSF1R,IGF1R,NTRK1,RUNX1,TCF3,MET
1	Cytokine-cytokine receptor interaction(K)	0,0250	295	7	7,5821E-05	1,9216E-03	CNTFR,CSF1R,CTF1,CSF2RB,CXCL2,LEPR,IL9R
1	Interleukin-6 family signaling(R)	0,0019	23	3	8,0066E-05	1,9216E-03	CNTFR,CTF1,STAT3
1	Myogenesis(R)	0,0020	24	3	9,0746E-05	1,9964E-03	CDH2,BNIP2,TCF3
1	Central carbon metabolism in cancer(K)	0,0059	70	4	1,1532E-04	2,4218E-03	RET,NTRK1,FGFR3,MET
1	EGFR tyrosine kinase inhibitor resistance(K)	0,0067	79	4	1,8281E-04	3,4734E-03	IGF1R,STAT3,FGFR3,MET
1	Calcium signaling pathway(K)	0,0203	240	6	1,9693E-04	3,5447E-03	RET,FLT4,FGF22,NTRK1,FGFR3,MET
1	Transcriptional regulation of granulopoiesis(R)	0,0027	32	3	2,1089E-04	3,5852E-03	STAT3,RUNX1,TAL1
1	Signaling events mediated by TCPTP(N)	0,0030	35	3	2,7391E-04	4,3825E-03	CSF1R,STAT3,MET
1	Interleukin-2 family signaling(R)	0,0034	40	3	4,0385E-04	6,0577E-03	CSF2RB,STAT3,IL9R
1	Th17 cell differentiation(K)	0,0091	107	4	5,7259E-04	8,0163E-03	STAT3,NFATC2,RUNX1,CD247
1	Signaling by Leptin(R)	0,0009	11	2	7,2840E-04	0,0102	LEPR,STAT3
1	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)(R)	0,0046	54	3	9,5992E-04	0,0125	IGF1R,FGF22,FGFR3
1	Natural killer cell mediated cytotoxicity(K)	0,0111	131	4	1,2098E-03	0,0145	NFATC2,VAV2,CD48,CD247
1	Signaling pathways regulating pluripotency of stem cells(K)	0,0121	143	4	1,6658E-03	0,0195	IGF1R,STAT3,TCF3,FGFR3
1	Acute myeloid leukemia(K)	0,0057	67	3	1,7758E-03	0,0195	CSF1R,STAT3,RUNX1
1	Breast cancer(K)	0,0124	147	4	1,8413E-03	0,0203	NOTCH3,FLT4,IGF1R,FGF22
1	Melanoma(K)	0,0061	72	3	2,1768E-03	0,0218	IGF1R,FGF22,MET
1	Non-small cell lung cancer(K)	0,0061	72	3	2,1768E-03	0,0218	RET,STAT3,MET
1	T cell activation(P)	0,0069	81	3	3,0316E-03	0,0303	NFATC2,VAV2,CD247
1	PD-L1 expression and PD-1 checkpoint pathway in cancer(K)	0,0075	89	3	3,9433E-03	0,0355	STAT3,NFATC2,CD247
1	Th1 and Th2 cell differentiation(K)	0,0078	92	3	4,3237E-03	0,0378	NOTCH3,NFATC2,CD247
1	MicroRNAs in cancer(K)	0,0262	310	5	4,7203E-03	0,0378	NOTCH3,DNMT1,STAT3,FGFR3,MET
1	Signaling by VEGF(R)	0,0080	95	3	4,7257E-03	0,0378	FLT4,SHB,VAV2
1	Surfactant metabolism(R)	0,0025	30	2	5,1914E-03	0,0392	SFTA3,CSF2RB
1	Regulation of CDC42 activity(N)	0,0025	30	2	5,1914E-03	0,0392	BCAR3,VAV2
1	Hematopoietic cell lineage(K)	0,0084	99	3	5,2960E-03	0,0392	CSF1R,CD34,IL9R
1	Focal adhesion(K)	0,0170	201	4	5,6071E-03	0,0392	FLT4,IGF1R,VAV2,MET
1	IL12 signaling mediated by STAT4(N)	0,0027	32	2	5,8802E-03	0,0412	STAT3,CD247
1	Proteoglycans in cancer(K)	0,0174	205	4	6,0054E-03	0,0420	IGF1R,STAT3,VAV2,MET
1	T cell receptor signaling pathway(K)	0,0088	104	3	6,0648E-03	0,0425	NFATC2,VAV2,CD247
1	HIF-1 signaling pathway(K)	0,0092	109	3	6,8973E-03	0,0466	IGF1R,ANGPT1,STAT3
1	RET signaling(R)	0,0030	36	2	7,3757E-03	0,0466	RET,GFRA4
1	Thyroid cancer(K)	0,0031	37	2	7,7738E-03	0,0466	RET,NTRK1
1	GMCSF-mediated signaling events(N)	0,0031	37	2	7,7738E-03	0,0466	CSF2RB,STAT3
2	Regulation of nuclear SMAD2/3 signaling(N)	0,0065	77	4	3,7647E-05	1,9539E-03	MED15,HNF4A,SMAD3,AR
2	TCF dependent signaling in response to WNT(R)	0,0135	160	5	4,1282E-05	1,9539E-03	TRRAP,ZNRF3,SOX4,TCF7L2,SMARCA4
2	Regulation of nuclear beta catenin signaling and target gene transcription(N)	0,0067	79	4	4,1573E-05	1,9539E-03	TRRAP,TCF7L2,SMARCA4,AR
2	Chromatin organization(R)	0,0173	204	5	1,2907E-04	4,5175E-03	KDM5A,TRRAP,SGF29,SMARCA4,BRWD1
2	Regulation of lipid metabolism by PPARalpha(R)	0,0099	117	4	1,8754E-04	5,2512E-03	MED15,NPAS2,ARNTL,ANKRD1
2	Coregulation of Androgen receptor activity(N)	0,0052	61	3	4,5510E-04	0,0105	RPS6KA3,ZMIZ1,AR
2	Hippo signaling pathway(K)	0,0133	157	4	5,6827E-04	0,0114	TEAD2,TCF7L2,SMAD3,BMP5
2	Circadian rhythm pathway(N)	0,0014	16	2	7,2701E-04	0,0124	NPAS2,ARNTL
2	TGF-beta signaling pathway(P)	0,0068	80	3	9,9498E-04	0,0143	SMAD3,GDF1,BMP5
2	Signaling by NODAL(R)	0,0016	19	2	1,0205E-03	0,0143	SMAD3,GDF1
2	RNA Polymerase II Transcription(R)	0,0773	913	8	1,2455E-03	0,0149	MED15,HNF4A,TEAD2,TCF7L2,ZFHX3,SMAD3,SMARCA4,AR
2	Interleukin-7 signaling(R)	0,0019	22	2	1,3620E-03	0,0150	SMARCA4,BRWD1
2	Maturity onset diabetes of the young(K)	0,0022	26	2	1,8908E-03	0,0189	SLC2A2,HNF4A
2	Circadian rhythm(K)	0,0026	31	2	2,6676E-03	0,0267	NPAS2,ARNTL
2	Regulation of beta-cell development(R)	0,0031	37	2	3,7658E-03	0,0339	SLC2A2,HNF4A
2	FOXA2 and FOXA3 transcription factor networks(N)	0,0036	42	2	4,8157E-03	0,0385	SLC2A2,HNF4A
2	FOXA1 transcription factor network(N)	0,0037	44	2	5,2692E-03	0,0422	XBP1,AR
2	Wnt signaling pathway(K)	0,0135	160	3	6,9802E-03	0,0489	ZNRF3,TCF7L2,SMAD3
3	Deubiquitination(R)	0,0192	227	8	5,5655E-08	1,1512E-05	UBE2D1,PSMB7,PSMD7,SMURF2,APC,PSME4,OGT,BIRC3
3	TNF receptor signaling pathway(N)	0,0039	46	5	9,8396E-08	1,1512E-05	CASP8,MAP2K7,MAP3K5,TAB2,BIRC3
3	C-type lectin receptors (CLRs)(R)	0,0118	139	6	9,9962E-07	7,7971E-05	UBE2D1,PSMB7,PSMD7,CASP8,PSME4,TAB2
3	HIV-1 Nef: Negative effector of Fas and TNF-alpha(N)	0,0028	33	4	1,3683E-06	7,9361E-05	CASP8,MAP2K7,MAP3K5,BIRC3
3	Regulation of mitotic cell cycle(R)	0,0072	85	5	1,9841E-06	9,3253E-05	UBE2D1,PSMB7,PSMD7,CDC27,PSME4
3	TNF signaling pathway(K)	0,0095	112	5	7,5276E-06	2,9358E-04	CASP8,MAP2K7,MAP3K5,TAB2,BIRC3
3	Synthesis of DNA(R)	0,0100	118	5	9,6729E-06	3,0595E-04	UBE2D1,PSMB7,PSMD7,CDC27,PSME4
3	Fc epsilon receptor (FCERI) signaling(R)	0,0178	210	6	1,0550E-05	3,0595E-04	UBE2D1,PSMB7,PSMD7,MAP2K7,PSME4,TAB2
3	TCR signaling(R)	0,0105	124	5	1,2270E-05	3,1901E-04	UBE2D1,PSMB7,PSMD7,PSME4,TAB2
3	Ubiquitin mediated proteolysis(K)	0,0119	140	5	2,1906E-05	4,7588E-04	UBE2D1,CDC27,SMURF2,UBA1,BIRC3
3	Toll-like Receptor Cascades(R)	0,0119	141	5	2,2661E-05	4,7588E-04	UBE2D1,CASP8,MAP2K7,TAB2,BIRC3
3	Degradation of beta-catenin by the destruction complex(R)	0,0060	71	4	2,7492E-05	5,2236E-04	PSMB7,PSMD7,APC,PSME4
3	Cellular response to hypoxia(R)	0,0062	73	4	3,0620E-05	5,5116E-04	UBE2D1,PSMB7,PSMD7,PSME4
3	S Phase(R)	0,0133	157	5	3,7746E-05	6,0394E-04	UBE2D1,PSMB7,PSMD7,CDC27,PSME4
3	TCF dependent signaling in response to WNT(R)	0,0135	160	5	4,1282E-05	6,1924E-04	PSMB7,PSMD7,SMURF2,APC,PSME4
3	RIPK1-mediated regulated necrosis(R)	0,0024	28	3	4,6474E-05	6,2415E-04	CASP8,OGT,BIRC3
3	Hedgehog 'on' state(R)	0,0069	82	4	4,8012E-05	6,2415E-04	PSMB7,PSMD7,SMURF2,PSME4
3	FAS (CD95) signaling pathway(N)	0,0027	32	3	6,8916E-05	8,2746E-04	CASP8,MAP2K7,BIRC3
3	MAPK signaling pathway(K)	0,0249	294	6	6,8955E-05	8,2746E-04	ERBB4,MAP2K7,MAP3K5,MAPK8IP1,NF1,TAB2
3	TNFR2 non-canonical NF-kB pathway(R)	0,0086	101	4	1,0701E-04	1,1771E-03	PSMB7,PSMD7,PSME4,BIRC3
3	Signaling by ROBO receptors(R)	0,0170	201	5	1,2047E-04	1,1884E-03	ROBO3,PSMB7,PSMD7,NELL2,PSME4
3	Pathways of neurodegeneration - multiple diseases(K)	0,0402	475	7	1,2131E-04	1,1884E-03	PSMB7,PSMD7,CASP8,MAP2K7,MAP3K5,APC,UBA1
3	TNF signaling(R)	0,0033	39	3	1,2333E-04	1,1884E-03	CASP8,TAB2,BIRC3
3	Mitotic Metaphase and Anaphase(R)	0,0174	205	5	1,3204E-04	1,1884E-03	UBE2D1,PSMB7,PSMD7,CDC27,PSME4
3	Beta-catenin independent WNT signaling(R)	0,0096	113	4	1,6429E-04	1,4786E-03	PSMB7,PSMD7,SMURF2,PSME4
3	Proteasome(K)	0,0039	46	3	2,0004E-04	1,7042E-03	PSMB7,PSMD7,PSME4
3	TGF-beta receptor signaling(N)	0,0040	47	3	2,1302E-04	1,7042E-03	RNF111,SMURF2,TAB2
3	Apoptotic execution phase(R)	0,0040	47	3	2,1302E-04	1,7042E-03	CASP8,APC,PLEC
3	Alzheimer disease(K)	0,0312	369	6	2,3747E-04	1,7387E-03	PSMB7,PSMD7,CASP8,MAP2K7,MAP3K5,APC
3	RAF/MAP kinase cascade(R)	0,0199	235	5	2,4838E-04	1,7387E-03	PSMB7,PSMD7,ERBB4,PSME4,NF1
3	Neurexins and neuroligins(R)	0,0042	50	3	2,5521E-04	1,7865E-03	NLGN2,DLGAP1,SHANK2
3	Regulation of Apoptosis(R)	0,0045	53	3	3,0246E-04	2,1018E-03	PSMB7,PSMD7,PSME4
3	Cell Cycle Checkpoints(R)	0,0210	248	5	3,1800E-04	2,1018E-03	UBE2D1,PSMB7,PSMD7,CDC27,PSME4
3	Interleukin-1 family signaling(R)	0,0117	138	4	3,5030E-04	2,1018E-03	PSMB7,PSMD7,PSME4,TAB2
3	Metabolism of polyamines(R)	0,0048	57	3	3,7377E-04	2,2426E-03	PSMB7,PSMD7,PSME4
3	Hedgehog ligand biogenesis(R)	0,0053	63	3	4,9970E-04	2,9982E-03	PSMB7,PSMD7,PSME4
3	Signaling by TGF-beta Receptor Complex(R)	0,0062	73	3	7,6474E-04	4,2935E-03	UBE2D1,RNF111,SMURF2
3	Platinum drug resistance(K)	0,0062	73	3	7,6474E-04	4,2935E-03	CASP8,MAP3K5,BIRC3
3	Huntington disease(K)	0,0259	306	5	8,2392E-04	4,2935E-03	PSMB7,PSMD7,CASP8,MAP2K7,MAP3K5
3	Protein ubiquitination(R)	0,0064	76	3	8,5870E-04	4,2935E-03	UBE2D1,RNF181,UBA1
3	EGF receptor signaling pathway(P)	0,0069	82	3	1,0680E-03	5,3398E-03	ERBB4,MAP3K5,NF1
3	ABC-family proteins mediated transport(R)	0,0071	84	3	1,1443E-03	5,7213E-03	PSMB7,PSMD7,PSME4
3	Class I MHC mediated antigen processing & presentation(R)	0,0162	191	4	1,1752E-03	5,7724E-03	PSMB7,PSMD7,SMURF2,PSME4
3	DNA Replication Pre-Initiation(R)	0,0072	85	3	1,1837E-03	5,7724E-03	PSMB7,PSMD7,PSME4
3	Regulation of mRNA stability by proteins that bind AU-rich elements(R)	0,0074	87	3	1,2650E-03	5,7724E-03	PSMB7,PSMD7,PSME4
3	MAPK6/MAPK4 signaling(R)	0,0075	89	3	1,3498E-03	5,7724E-03	PSMB7,PSMD7,PSME4
3	Hedgehog 'off' state(R)	0,0076	90	3	1,3936E-03	5,7724E-03	PSMB7,PSMD7,PSME4
3	Epstein-Barr virus infection(K)	0,0171	202	4	1,4431E-03	5,7724E-03	PSMD7,CASP8,MAP2K7,TAB2
3	Human immunodeficiency virus 1 infection(K)	0,0179	212	4	1,7214E-03	6,8857E-03	CCNB3,CASP8,MAP2K7,TAB2
3	p38 MAPK signaling pathway(N)	0,0023	27	2	2,0360E-03	8,1438E-03	MAP3K5,TAB2
3	Neddylation(R)	0,0189	223	4	2,0686E-03	8,2745E-03	UBE2D1,PSMB7,PSMD7,PSME4
3	Toll-like receptor signaling pathway(K)	0,0088	104	3	2,1014E-03	8,4056E-03	CASP8,MAP2K7,TAB2
3	Reelin signaling pathway(N)	0,0024	28	2	2,1862E-03	8,5146E-03	MAP2K7,MAPK8IP1
3	Signaling by BMP(R)	0,0024	28	2	2,1862E-03	8,5146E-03	UBE2D1,SMURF2
3	ErbB4 signaling events(N)	0,0024	28	2	2,1862E-03	8,5146E-03	ERBB4,TAB2
3	PIP3 activates AKT signaling(R)	0,0196	232	4	2,3867E-03	8,5146E-03	PSMB7,PSMD7,ERBB4,PSME4
3	hiv-1 nef: negative effector of fas and tnf(B)	0,0025	30	2	2,5021E-03	8,5146E-03	MAP2K7,BIRC3
3	Toxoplasmosis(K)	0,0095	112	3	2,5903E-03	8,5146E-03	CASP8,TAB2,BIRC3
3	Apoptosis - multiple species(K)	0,0027	32	2	2,8382E-03	8,5146E-03	CASP8,BIRC3
3	FAS signaling pathway(P)	0,0028	33	2	3,0138E-03	9,0414E-03	FAF1,CASP8
3	Salmonella infection(K)	0,0211	249	4	3,0773E-03	9,2318E-03	CASP8,MAP2K7,TAB2,BIRC3
3	Parkinson disease(K)	0,0211	249	4	3,0773E-03	9,2318E-03	PSMB7,PSMD7,MAP3K5,UBA1
3	Apoptosis(K)	0,0115	136	3	4,4587E-03	0,0134	CASP8,MAP3K5,BIRC3
3	BMP receptor signaling(N)	0,0035	41	2	4,5960E-03	0,0138	SMURF2,TAB2
3	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways(R)	0,0036	42	2	4,8157E-03	0,0144	CASP8,TAB2
3	Spinocerebellar ataxia(K)	0,0121	143	3	5,1241E-03	0,0154	PSMB7,PSMD7,MAP3K5
3	RNA Polymerase II Transcription(R)	0,0773	913	7	5,6285E-03	0,0169	UBE2D1,PSMB7,PSMD7,CDC27,RNF111,SMURF2,PSME4
3	keratinocyte differentiation(B)	0,0040	47	2	5,9850E-03	0,0180	MAP2K7,BIRC3
3	Ceramide signaling pathway(N)	0,0041	48	2	6,2329E-03	0,0187	CASP8,BIRC3
3	Necroptosis(K)	0,0135	159	3	6,8614E-03	0,0195	FAF1,CASP8,BIRC3
3	Hepatitis B(K)	0,0137	162	3	7,2215E-03	0,0195	CASP8,MAP2K7,TAB2
3	Caspase cascade in apoptosis(N)	0,0044	52	2	7,2709E-03	0,0195	CASP8,BIRC3
3	Senescence-Associated Secretory Phenotype (SASP)(R)	0,0046	54	2	7,8172E-03	0,0195	UBE2D1,CDC27
3	Protein processing in endoplasmic reticulum(K)	0,0145	171	3	8,3690E-03	0,0195	UBE2D1,MAP2K7,MAP3K5
3	Signaling by the B Cell Receptor (BCR)(R)	0,0145	171	3	8,3690E-03	0,0195	PSMB7,PSMD7,PSME4
3	p53 pathway(N)	0,0048	57	2	8,6705E-03	0,0195	UBE2D1,KAT8
3	Signaling by ERBB4(R)	0,0048	57	2	8,6705E-03	0,0195	ERBB4,TAB2
3	Mitotic G2-G2/M phases(R)	0,0151	178	3	9,3318E-03	0,0195	PSMB7,PSMD7,PSME4
3	NOD-like receptor signaling pathway(K)	0,0153	181	3	9,7636E-03	0,0195	CASP8,TAB2,BIRC3
3	Oxidative Stress Induced Senescence(R)	0,0056	66	2	0,0115	0,0229	MAP2K7,MAP3K5
3	Amyotrophic lateral sclerosis(K)	0,0308	364	4	0,0116	0,0231	PSMB7,PSMD7,ERBB4,MAP3K5
3	Interleukin-17 signaling(R)	0,0057	67	2	0,0118	0,0236	MAP2K7,TAB2
3	FasL/ CD95L signaling(R)	0,0004	5	1	0,0122	0,0244	CASP8
3	CDC42 signaling events(N)	0,0059	70	2	0,0128	0,0256	MAP2K7,APC
3	basic mechanisms of sumoylation(B)	0,0005	6	1	0,0146	0,0293	UBE2D1
3	Signaling by NOTCH4(R)	0,0068	80	2	0,0165	0,0330	PSMB7,PSMD7
3	sumoylation as a mechanism to modulate ctbp-dependent gene responses(B)	0,0006	7	1	0,0170	0,0341	UBE2D1
3	C-MYB transcription factor network(N)	0,0069	82	2	0,0173	0,0346	TAB2,BIRC3
3	ErbB signaling pathway(K)	0,0072	85	2	0,0185	0,0370	ERBB4,MAP2K7
3	TRAIL  signaling(R)	0,0007	8	1	0,0195	0,0389	CASP8
3	sodd/tnfr1 signaling pathway(B)	0,0008	9	1	0,0219	0,0437	BIRC3
3	proteasome complex(B)	0,0008	9	1	0,0219	0,0437	UBE2D1
3	IL-17 signaling pathway(K)	0,0080	94	2	0,0223	0,0446	CASP8,TAB2
3	Progesterone-mediated oocyte maturation(K)	0,0085	100	2	0,0250	0,0456	CCNB3,CDC27
3	Alpha-protein kinase 1 signaling pathway(R)	0,0009	11	1	0,0267	0,0456	TAB2
3	regulation of transcriptional activity by pml(B)	0,0009	11	1	0,0267	0,0456	UBE2D1
3	NF-kappa B signaling pathway(K)	0,0088	104	2	0,0269	0,0456	TAB2,BIRC3
3	il-10 anti-inflammatory signaling pathway(B)	0,0010	12	1	0,0290	0,0456	MAP2K7
3	human cytomegalovirus and map kinase pathways(B)	0,0011	13	1	0,0314	0,0456	MAP2K7
3	fibrinolysis pathway(B)	0,0011	13	1	0,0314	0,0456	UBE2D1
3	role of mitochondria in apoptotic signaling(B)	0,0011	13	1	0,0314	0,0456	BIRC3
3	il12 and stat4 dependent signaling pathway in th1 development(B)	0,0011	13	1	0,0314	0,0456	MAP2K7
3	Glutamatergic synapse(K)	0,0097	114	2	0,0318	0,0456	DLGAP1,SHANK2
3	the 41bb-dependent immune response(B)	0,0012	14	1	0,0338	0,0456	MAP2K7
3	Neurotrophin signaling pathway(K)	0,0101	119	2	0,0344	0,0456	MAP2K7,MAP3K5
3	ErbB receptor signaling network(N)	0,0013	15	1	0,0362	0,0456	ERBB4
3	Cell cycle(K)	0,0105	124	2	0,0371	0,0456	CCNB3,CDC27
3	Caspase activation via Death Receptors in the presence of ligand(R)	0,0014	16	1	0,0385	0,0456	CASP8
3	Osteoclast differentiation(K)	0,0108	128	2	0,0393	0,0456	MAP2K7,TAB2
3	gata3 participate in activating the th2 cytokine genes expression(B)	0,0014	17	1	0,0409	0,0456	MAP2K7
3	tnfr1 signaling pathway(B)	0,0014	17	1	0,0409	0,0456	BIRC3
3	hypoxia-inducible factor in the cardivascular system(B)	0,0014	17	1	0,0409	0,0456	UBE2D1
3	Mitotic G1 phase and G1/S transition(R)	0,0113	134	2	0,0427	0,0456	PSMB7,PSMD7
3	Degradation of beta catenin(N)	0,0015	18	1	0,0433	0,0456	APC
3	Yersinia infection(K)	0,0116	137	2	0,0444	0,0456	MAP2K7,TAB2
3	Fluid shear stress and atherosclerosis(K)	0,0118	139	2	0,0456	0,0456	MAP2K7,MAP3K5
3	Measles(K)	0,0118	139	2	0,0456	0,0456	CASP8,TAB2
3	Cellular roles of Anthrax toxin(N)	0,0016	19	1	0,0456	0,0456	MAP2K7
3	fas signaling pathway (cd95)(B)	0,0016	19	1	0,0456	0,0456	FAF1
3	tumor suppressor arf inhibits ribosomal biogenesis(B)	0,0016	19	1	0,0456	0,0456	UBE2D1
3	Canonical Wnt signaling pathway(N)	0,0017	20	1	0,0480	0,0480	APC
3	tnf/stress related signaling(B)	0,0017	20	1	0,0480	0,0480	MAP2K7
3	hypoxia and p53 in the cardiovascular system(B)	0,0017	20	1	0,0480	0,0480	UBE2D1
4	COPI-mediated anterograde transport(R)	0,0064	76	7	1,0225E-10	5,0103E-09	DCTN5,SPTA1,DYNC1H1,COG7,COG5,COPZ2,ANK2
